"","so_PID","so_SHORTNAME","so_NAME","so_ratioWave","so_allTWave","int","class_id","CLASS_ID","CLASS_TERM","UCLASS_ID","UCLASS_TERM"
"333","Q86W92","PPFIBP1","Liprin-beta-1",3.50685041477182,0.0029281597,"PE","PC00226","PC00226","scaffold/adaptor protein","PC00226","scaffold/adaptor protein"
"334","P42704","LRPPRC","Leucine-rich PPR motif-containing protein, mitochondrial",3.49914240105653,0.00075039797,"PE",NA,NA,"Unclassified",NA,"Unclassified"
"335","Q99805","TM9SF2","Transmembrane 9 superfamily member 2",3.4899844272774,0.00026148398,"DM","PC00227","PC00227","transporter","PC00227","transporter"
"336","P07737","PFN1","Profilin-1",3.48492724166,0.016604204,"PE","PC00085","PC00085","cytoskeletal protein","PC00085","cytoskeletal protein"
"337","Q15125","EBP","3-beta-hydroxysteroid-Delta(8),Delta(7)-isomerase",3.4797032499526,0.017847942,"PE","PC00135","PC00135","isomerase","PC00262","metabolite interconversion enzyme"
"338","O43795","MYO1B","Unconventional myosin-Ib",3.47930669480124,0.0031797369,"PE","PC00040","PC00085","actin or actin-binding cytoskeletal protein","PC00041","cytoskeletal protein"
"339","P30041","PRDX6","Peroxiredoxin-6",3.45086801265996,0.0044980845,"PE","PC00176","PC00176","oxidoreductase","PC00262","metabolite interconversion enzyme"
"340","A0FGR8","ESYT2","Extended synaptotagmin-2",3.44835234141379,0.00063803163,"PE","PC00151","PC00151","membrane trafficking regulatory protein","PC00150","membrane traffic protein"
"341","P42166","TMPO","Lamina-associated polypeptide 2, isoform alpha",3.42788573674703,0.012399187,"PE","PC00179","PC00179","peptide hormone","PC00207","intercellular signal molecule"
"342","P36957","DLST","Dihydrolipoyllysine-residue succinyltransferase component of 2-oxoglutarate dehydrogenase complex, mitochondrial",3.42001847487802,0.0051603122,"PE","PC00220","PC00220","transferase","PC00262","metabolite interconversion enzyme"
"343","Q9ULF5","SLC39A10","Zinc transporter ZIP10",3.39571518093956,0.016234132,"PE","PC00258","PC00258","secondary carrier transporter","PC00227","transporter"
"344","P18085","ARF4","ADP-ribosylation factor 4",3.38278517529274,0.039632257,"PE","PC00020","PC00020","G-protein","PC00095","protein-binding activity modulator"
"345","P13674","P4HA1","Prolyl 4-hydroxylase subunit alpha-1",3.3784054396603,0.001246601,"PE","PC00260","PC00260","protein modifying enzyme","PC00260","protein modifying enzyme"
"346","P61769","B2M","Beta-2-microglobulin",3.37761691033943,0.01181541,"PE","PC00149","PC00149","major histocompatibility complex protein","PC00090","defense/immunity protein"
"347","O14745","SLC9A3R1","Na(+)/H(+) exchange regulatory cofactor NHE-RF1",3.37737406288876,0.0018117704,"PE","PC00226","PC00226","scaffold/adaptor protein","PC00226","scaffold/adaptor protein"
"348","O43175","PHGDH","D-3-phosphoglycerate dehydrogenase",3.36894178393099,0.00021280196,"PE","PC00262","PC00262","metabolite interconversion enzyme","PC00262","metabolite interconversion enzyme"
"349","P62829","RPL23","60S ribosomal protein L23",3.36757880114069,0.010694396,"PE","PC00202","PC00202","ribosomal protein","PC00263","translational protein"
"350","Q9P0L0","VAPA","Vesicle-associated membrane protein-associated protein A",3.36124035051981,0.0058742184,"PE","PC00151","PC00151","membrane trafficking regulatory protein","PC00150","membrane traffic protein"
"351","P27348","YWHAQ","14-3-3 protein theta",3.35442726559421,0.0055250274,"PE","PC00226","PC00226","scaffold/adaptor protein","PC00226","scaffold/adaptor protein"
"352","Q9H4G4","GLIPR2","Golgi-associated plant pathogenesis-related protein 1",3.35399878606054,0.00034254306,"PE","PC00090","PC00090","defense/immunity protein","PC00090","defense/immunity protein"
"353","P50402","EMD","Emerin",3.35134463962933,0.007799746,"PE",NA,NA,"Unclassified",NA,"Unclassified"
"354","P13473","LAMP2","Lysosome-associated membrane glycoprotein 2",3.34902992906122,0.0029572092,"DM","PC00151","PC00151","membrane trafficking regulatory protein","PC00150","membrane traffic protein"
"355","P46778","RPL21","60S ribosomal protein L21",3.3481093645614,0.0052973973,"DM","PC00202","PC00202","ribosomal protein","PC00263","translational protein"
"356","Q6EMK4","VASN","Vasorin",3.33852854313294,0.0016991174,"PE","PC00197","PC00197","transmembrane signal receptor","PC00197","transmembrane signal receptor"
"357","P10586","PTPRF","Receptor-type tyrosine-protein phosphatase F",3.33410315048266,0.0081554065,"PE","PC00195","PC00195","protein phosphatase","PC00260","protein modifying enzyme"
"358","Q13425","SNTB2","Beta-2-syntrophin",3.3318706304793,0.001820656,"PE","PC00226","PC00226","scaffold/adaptor protein","PC00226","scaffold/adaptor protein"
"359","P07437","TUBB","Tubulin beta chain",3.33094977988176,4.0958899e-12,"PE","PC00157","PC00157","microtubule or microtubule-binding cytoskeletal protein","PC00085","cytoskeletal protein"
"360","Q07960","ARHGAP1","Rho GTPase-activating protein 1",3.32689505569717,0.0049404507,"PE","PC00257","PC00095","G-protein modulator","PC00022","protein-binding activity modulator"
"361","P12277","CKB","Creatine kinase B-type",3.32137342483173,0.007427596,"PE","PC00220","PC00220","transferase","PC00262","metabolite interconversion enzyme"
"362","P17813","ENG","Endoglin",3.31338630733897,0.017971512,"PE","PC00197","PC00197","transmembrane signal receptor","PC00197","transmembrane signal receptor"
"363","P50416","CPT1A","Carnitine O-palmitoyltransferase 1, liver isoform",3.31297308245414,0.00017355915,"PE","PC00220","PC00220","transferase","PC00262","metabolite interconversion enzyme"
"364","P43490","NAMPT","Nicotinamide phosphoribosyltransferase",3.30982748960813,0.0170123,"PE","PC00220","PC00220","transferase","PC00262","metabolite interconversion enzyme"
"365","O60664","PLIN3","Perilipin-3",3.28592375552112,0.0069320141,"DM|PE","PC00226","PC00226","scaffold/adaptor protein","PC00226","scaffold/adaptor protein"
"366","Q8IWT6","LRRC8A","Volume-regulated anion channel subunit LRRC8A",3.27359688664967,0.0077473982,"PE","PC00226","PC00226","scaffold/adaptor protein","PC00226","scaffold/adaptor protein"
"367","P61803","DAD1","Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit DAD1",3.27032548543953,0.0017577522,"PE","PC00111","PC00262","transferase","PC00220","metabolite interconversion enzyme"
"368","P51571","SSR4","Translocon-associated protein subunit delta",3.26861516919342,0.0029519268,"PE","PC00151","PC00151","membrane trafficking regulatory protein","PC00150","membrane traffic protein"
"369","P08174","CD55","Complement decay-accelerating factor",3.26840953739721,0.016011955,"PE","PC00078","PC00078","complement component","PC00090","defense/immunity protein"
"370","Q02790","FKBP4","Peptidyl-prolyl cis-trans isomerase FKBP4",3.24631152422741,0.00054370932,"PE","PC00072","PC00072","chaperone","PC00072","chaperone"
"371","Q92616","GCN1L1","Translational activator GCN1",3.24616488938483,0.0041147261,"PE","PC00226","PC00226","scaffold/adaptor protein","PC00226","scaffold/adaptor protein"
"372","Q14160","SCRIB","Protein scribble homolog",3.2427511926578,0.0008120588,"PE","PC00226","PC00226","scaffold/adaptor protein","PC00226","scaffold/adaptor protein"
"373","P62277","RPS13","40S ribosomal protein S13",3.24179959873954,0.026949609,"DM","PC00202","PC00202","ribosomal protein","PC00263","translational protein"
"374","P55290","CDH13","Cadherin-13",3.23539664192495,0.0006976251,"PE","PC00057","PC00057","cadherin","PC00069","cell adhesion molecule"
"375","O00116","AGPS","Alkyldihydroxyacetonephosphate synthase, peroxisomal",3.21391780552078,0.004343465,"PE",NA,NA,"Unclassified",NA,"Unclassified"
"376","Q12913","PTPRJ","Receptor-type tyrosine-protein phosphatase eta",3.21168845935795,0.016149685,"PE","PC00195","PC00195","protein phosphatase","PC00260","protein modifying enzyme"
"377","P29317","EPHA2","Ephrin type-A receptor 2",3.20174162526091,0.0052276039,"PE","PC00197","PC00197","transmembrane signal receptor","PC00197","transmembrane signal receptor"
"378","P35580","MYH10","Myosin-10",3.19518513186282,0.022862269,"PE","PC00041","PC00041","actin or actin-binding cytoskeletal protein","PC00085","cytoskeletal protein"
"379","P16144","ITGB4","Integrin beta-4",3.19401277504938,0.0033440697,"PE","PC00126","PC00126","integrin","PC00069","cell adhesion molecule"
"380","P60468","SEC61B","Protein transport protein Sec61 subunit beta",3.19282982359113,0.012269041,"PE","PC00150","PC00150","membrane traffic protein","PC00150","membrane traffic protein"
"381","Q99497","PARK7","Protein deglycase DJ-1",3.17340716853528,0.047978118,"PE",NA,NA,"Unclassified",NA,"Unclassified"
"382","P15144","ANPEP","Aminopeptidase N",3.16973630039397,0.030522037,"PE","PC00190","PC00190","protease","PC00260","protein modifying enzyme"
"383","Q15005","SPCS2","Signal peptidase complex subunit 2",3.1665454725765,0.0077356081,"PE","PC00190","PC00190","protease","PC00260","protein modifying enzyme"
"384","Q9C0B5","ZDHHC5","Palmitoyltransferase ZDHHC5",3.15599190490413,0.0064524985,"PE",NA,NA,"Unclassified",NA,"Unclassified"
"385","P05387","RPLP2","60S acidic ribosomal protein P2",3.15132725952372,0.022467759,"DM","PC00202","PC00202","ribosomal protein","PC00263","translational protein"
"386","P41252","IARS","Isoleucine--tRNA ligase, cytoplasmic",3.14187103550413,0.025413416,"DM","PC00047","PC00047","aminoacyl-tRNA synthetase","PC00263","translational protein"
"387","P20700","LMNB1","Lamin-B1",3.14055487427195,0.010113904,"PE",NA,NA,"Unclassified",NA,"Unclassified"
"388","P10909","CLU","Clusterin",3.13861428450041,0.0013921185,"PE",NA,NA,"Unclassified",NA,"Unclassified"
"389","P60174","TPI1","Triosephosphate isomerase",3.13010915959819,0.021413309,"PE","PC00135","PC00135","isomerase","PC00262","metabolite interconversion enzyme"
"390","P31944","CASP14","Caspase-14",3.12372717785881,0.0072193136,"DM","PC00190","PC00190","protease","PC00260","protein modifying enzyme"
"391","Q9UBV8","PEF1","Peflin",3.12105470686037,0.046577547,"DM",NA,NA,"Unclassified",NA,"Unclassified"
"392","Q15366","PCBP2","Poly(rC)-binding protein 2",3.11138256687537,1.7799301e-06,"PE","PC00031","PC00031","RNA metabolism protein","PC00031","RNA metabolism protein"
"393","P04150","NR3C1","Glucocorticoid receptor",3.1094262078968,0.0032732468,"PE","PC00169","PC00264","DNA-binding transcription factor","PC00218","gene-specific transcriptional regulator"
"394","Q9UHB9","SRP68","Signal recognition particle subunit SRP68",3.10746960657975,0.039769039,"DM","PC00031","PC00031","RNA metabolism protein","PC00031","RNA metabolism protein"
"395","Q13509","TUBB3","Tubulin beta-3 chain",3.1032071398988,0.010948202,"PE","PC00157","PC00157","microtubule or microtubule-binding cytoskeletal protein","PC00085","cytoskeletal protein"
"396","Q92974","ARHGEF2","Rho guanine nucleotide exchange factor 2",3.10314585814741,0.0082750022,"PE","PC00095","PC00095","protein-binding activity modulator","PC00095","protein-binding activity modulator"
"397","P62258","YWHAE","14-3-3 protein epsilon",3.08702096509862,0.016866505,"PE","PC00226","PC00226","scaffold/adaptor protein","PC00226","scaffold/adaptor protein"
"398","Q9UHB6","LIMA1","LIM domain and actin-binding protein 1",3.08672499229984,0.020056216,"PE","PC00041","PC00041","actin or actin-binding cytoskeletal protein","PC00085","cytoskeletal protein"
"399","P58107","EPPK1","Epiplakin",3.0826735802865,0.021419225,"PE","PC00129","PC00129","intermediate filament","PC00085","cytoskeletal protein"
"400","Q8NFH5","NUP35","Nucleoporin NUP53",3.07292386493804,0.018424183,"PE","PC00227","PC00227","transporter","PC00227","transporter"
"401","O14929","HAT1","Histone acetyltransferase type B catalytic subunit",3.06564188109809,0.0088460036,"PE","PC00261","PC00261","histone modifying enzyme","PC00077","chromatin/chromatin-binding, or -regulatory protein"
"402","Q9Y6B6","SAR1B","GTP-binding protein SAR1b",3.04867860687291,0.017060669,"PE","PC00151","PC00151","membrane trafficking regulatory protein","PC00150","membrane traffic protein"
"403","Q9NVI7","ATAD3A","ATPase family AAA domain-containing protein 3A",3.02557740452155,0.00061497715,"PE",NA,NA,"Unclassified",NA,"Unclassified"
"404","Q96KA5","CLPTM1L","Cleft lip and palate transmembrane protein 1-like protein",3.02530258092066,0.0022467729,"PE",NA,NA,"Unclassified",NA,"Unclassified"
"405","P55265","ADAR","Double-stranded RNA-specific adenosine deaminase",3.02095881182239,0.0048428588,"DM","PC00031","PC00031","RNA metabolism protein","PC00031","RNA metabolism protein"
"406","Q14257","RCN2","Reticulocalbin-2",3.01415460591698,0.00030812307,"PE","PC00061","PC00061","calmodulin-related","PC00060","calcium-binding protein"
"407","Q14558","PRPSAP1","Phosphoribosyl pyrophosphate synthase-associated protein 1",3.0035730368968,0.024694797,"PE","PC00172","PC00262","transferase","PC00220","metabolite interconversion enzyme"
"408","P21127","CDK11B","Cyclin-dependent kinase 11B",2.99977704496587,5.4742322e-05,"PE","PC00167","PC00167","non-receptor serine/threonine protein kinase","PC00260","protein modifying enzyme"
"409","O95758","PTBP3","Polypyrimidine tract-binding protein 3",2.99409705518311,0.0032494133,"PE","PC00147","PC00147","RNA processing factor","PC00031","RNA metabolism protein"
"410","O60763","USO1","General vesicular transport factor p115",2.9860555330612,0.001065574,"PE","PC00150","PC00150","membrane traffic protein","PC00150","membrane traffic protein"
"411","P49368","CCT3","T-complex protein 1 subunit gamma",2.9835168670377,6.6413588e-05,"PE","PC00073","PC00073","chaperonin","PC00072","chaperone"
"412","Q9NUP9","LIN7C","Protein lin-7 homolog C",2.97688864955036,0.015122161,"PE","PC00070","PC00070","cell junction protein","PC00070","cell junction protein"
"413","P68363","TUBA1B","Tubulin alpha-1B chain",2.96931837919002,1.9003566e-11,"PE","PC00157","PC00157","microtubule or microtubule-binding cytoskeletal protein","PC00085","cytoskeletal protein"
"414","P62906","RPL10A","60S ribosomal protein L10a",2.96531436225156,0.015854798,"DM","PC00202","PC00202","ribosomal protein","PC00263","translational protein"
"415","P11388","TOP2A","DNA topoisomerase 2-alpha",2.96485200157353,0.030436393,"PE","PC00009","PC00009","DNA metabolism protein","PC00009","DNA metabolism protein"
"416","P32970","CD70","CD70 antigen",2.96247079283577,0.00031740408,"PE",NA,NA,"Unclassified",NA,"Unclassified"
"417","P68104","EEF1A1","Elongation factor 1-alpha 1",2.96020230543424,3.1695443e-05,"PE","PC00223","PC00223","translation factor","PC00263","translational protein"
"418","Q9H488","POFUT1","GDP-fucose protein O-fucosyltransferase 1",2.93798651826456,0.0068362989,"PE","PC00260","PC00260","protein modifying enzyme","PC00260","protein modifying enzyme"
"419","P00505","GOT2","Aspartate aminotransferase, mitochondrial",2.9172641225142,0.0012471464,"PE","PC00216","PC00262","transferase","PC00220","metabolite interconversion enzyme"
"420","P31946","YWHAB","14-3-3 protein beta/alpha",2.91541812075611,0.012563067,"PE","PC00226","PC00226","scaffold/adaptor protein","PC00226","scaffold/adaptor protein"
"421","P31930","UQCRC1","Cytochrome b-c1 complex subunit 1, mitochondrial",2.91443315685437,0.008193926,"PE","PC00190","PC00190","protease","PC00260","protein modifying enzyme"
"422","Q8WYA6","CTNNBL1","Beta-catenin-like protein 1",2.91353415000248,0.0036731933,"PE",NA,NA,"Unclassified",NA,"Unclassified"
"423","P15151","PVR","Poliovirus receptor",2.90117581446336,0.020847976,"PE","PC00069","PC00069","cell adhesion molecule","PC00069","cell adhesion molecule"
"424","P08670","VIM","Vimentin",2.87977309670038,0.00016461227,"PE","PC00129","PC00129","intermediate filament","PC00085","cytoskeletal protein"
"425","O15460","P4HA2","Prolyl 4-hydroxylase subunit alpha-2",2.87409849697533,0.0014846605,"PE","PC00260","PC00260","protein modifying enzyme","PC00260","protein modifying enzyme"
"426","P57721","PCBP3","Poly(rC)-binding protein 3",2.86281491481796,0.0025995888,"PE","PC00031","PC00031","RNA metabolism protein","PC00031","RNA metabolism protein"
"427","O95197","RTN3","Reticulon-3",2.86200072530601,0.021872999,"PE","PC00151","PC00151","membrane trafficking regulatory protein","PC00150","membrane traffic protein"
"428","P18669","PGAM1","Phosphoglycerate mutase 1",2.86093166469615,0.015022121,"PE","PC00160","PC00262","isomerase","PC00135","metabolite interconversion enzyme"
"429","P53396","ACLY","ATP-citrate synthase",2.8583070809117,0.016559996,"PE","PC00220","PC00220","transferase","PC00262","metabolite interconversion enzyme"
"430","P67809","YBX1","Nuclease-sensitive element-binding protein 1",2.83769375130893,0.017286563,"DM",NA,NA,"Unclassified",NA,"Unclassified"
"431","P50990","CCT8","T-complex protein 1 subunit theta",2.80685185744753,0.015275716,"PE","PC00073","PC00073","chaperonin","PC00072","chaperone"
"432","Q08J23","NSUN2","tRNA (cytosine(34)-C(5))-methyltransferase",2.8025027965078,0.017294368,"PE","PC00033","PC00033","RNA methyltransferase","PC00031","RNA metabolism protein"
"433","O00231","PSMD11","26S proteasome non-ATPase regulatory subunit 11",2.79941422369838,0.010603269,"PE",NA,NA,"Unclassified",NA,"Unclassified"
"434","P31153","MAT2A","S-adenosylmethionine synthase isoform type-2",2.78692369380073,0.028917095,"DM|PE","PC00174","PC00262","transferase","PC00220","metabolite interconversion enzyme"
"435","O15446","CD3EAP","DNA-directed RNA polymerase I subunit RPA34",2.7692953738388,0.036119048,"PE","PC00019","PC00019","DNA-directed RNA polymerase","PC00031","RNA metabolism protein"
"436","Q9BZG1","RAB34","Ras-related protein Rab-34",2.76893191622199,0.0070680832,"DM|PE","PC00020","PC00020","G-protein","PC00095","protein-binding activity modulator"
"437","P35251","RFC1","Replication factor C subunit 1",2.7667436637164,0.028231014,"PE","PC00009","PC00009","DNA metabolism protein","PC00009","DNA metabolism protein"
"438","Q04637","EIF4G1","Eukaryotic translation initiation factor 4 gamma 1",2.7598272333687,0.027159661,"PE","PC00223","PC00223","translation factor","PC00263","translational protein"
"439","O14980","XPO1","Exportin-1",2.74833327627438,0.036855608,"PE","PC00227","PC00227","transporter","PC00227","transporter"
"440","P04040","CAT","Catalase",2.74354579040058,0.017987536,"PE","PC00176","PC00176","oxidoreductase","PC00262","metabolite interconversion enzyme"
"441","P43353","ALDH3B1","Aldehyde dehydrogenase family 3 member B1",2.74314444863985,0.013854849,"PE","PC00262","PC00262","metabolite interconversion enzyme","PC00262","metabolite interconversion enzyme"
"442","P11233","RALA","Ras-related protein Ral-A",2.74156187443725,0.0039521684,"DM|PE","PC00020","PC00020","G-protein","PC00095","protein-binding activity modulator"
"443","A8MQ03","CYSRT1","Cysteine-rich tail protein 1",2.74059578774027,0.030018618,"PE",NA,NA,"Unclassified",NA,"Unclassified"
"444","P31689","DNAJA1","DnaJ homolog subfamily A member 1",2.74057278165676,0.04519707,"PE","PC00072","PC00072","chaperone","PC00072","chaperone"
"445","P62917","RPL8","60S ribosomal protein L8",2.73558101981387,0.0036591268,"DM","PC00202","PC00202","ribosomal protein","PC00263","translational protein"
"446","Q07021","C1QBP","Complement component 1 Q subcomponent-binding protein, mitochondrial",2.7310628620375,0.024894034,"PE","PC00078","PC00078","complement component","PC00090","defense/immunity protein"
"447","Q9NZW5","MPP6","MAGUK p55 subfamily member 6",2.72932827305042,0.029599499,"PE","PC00226","PC00226","scaffold/adaptor protein","PC00226","scaffold/adaptor protein"
"448","Q96A49","SYAP1","Synapse-associated protein 1",2.72929356742389,0.0031261747,"PE",NA,NA,"Unclassified",NA,"Unclassified"
"449","Q9ULV4","CORO1C","Coronin-1C",2.71114045970306,0.025903888,"PE","PC00085","PC00085","cytoskeletal protein","PC00085","cytoskeletal protein"
"450","Q9BZX2","UCK2","Uridine-cytidine kinase 2",2.70829482014677,0.0062056459,"PE","PC00172","PC00262","transferase","PC00220","metabolite interconversion enzyme"
"451","Q16643","DBN1","Drebrin",2.70282913859783,0.03447701,"PE",NA,NA,"Unclassified",NA,"Unclassified"
"452","P48643","CCT5","T-complex protein 1 subunit epsilon",2.70243521719243,0.022312626,"PE","PC00073","PC00073","chaperonin","PC00072","chaperone"
"453","P33991","MCM4","DNA replication licensing factor MCM4",2.70215917931316,0.044624384,"PE","PC00009","PC00009","DNA metabolism protein","PC00009","DNA metabolism protein"
"454","P38606","ATP6V1A","V-type proton ATPase catalytic subunit A",2.69880862591605,0.019557791,"PE","PC00068","PC00068","primary active transporter","PC00227","transporter"
"455","Q6UVK1","CSPG4","Chondroitin sulfate proteoglycan 4",2.69664255362196,0.0017285228,"PE","PC00069","PC00069","cell adhesion molecule","PC00069","cell adhesion molecule"
"456","Q9Y639","NPTN","Neuroplastin",2.69606413292925,0.007941585,"PE","PC00226","PC00226","scaffold/adaptor protein","PC00226","scaffold/adaptor protein"
"457","P46821","MAP1B","Microtubule-associated protein 1B",2.6915511387946,0.015610944,"PE","PC00166","PC00085","microtubule or microtubule-binding cytoskeletal protein","PC00157","cytoskeletal protein"
"458","P07814","EPRS","Bifunctional glutamate/proline--tRNA ligase",2.69099601049966,0.023842968,"PE","PC00047","PC00047","aminoacyl-tRNA synthetase","PC00263","translational protein"
"459","O00505","KPNA3","Importin subunit alpha-4",2.68757868531879,0.0064386711,"PE","PC00227","PC00227","transporter","PC00227","transporter"
"460","P17980","PSMC3","26S protease regulatory subunit 6A",2.67684129312444,0.0065688267,"PE","PC00190","PC00190","protease","PC00260","protein modifying enzyme"
"461","Q96DG6","CMBL","Carboxymethylenebutenolidase homolog",2.67592758738784,0.048160315,"DM",NA,NA,"Unclassified",NA,"Unclassified"
"462","Q9Y6C9","MTCH2","Mitochondrial carrier homolog 2",2.67248245349989,0.020300224,"PE","PC00258","PC00258","secondary carrier transporter","PC00227","transporter"
"463","Q29RF7","PDS5A","Sister chromatid cohesion protein PDS5 homolog A",2.67150664193868,0.0095553035,"PE","PC00077","PC00077","chromatin/chromatin-binding, or -regulatory protein","PC00077","chromatin/chromatin-binding, or -regulatory protein"
"464","P68371","TUBB4B","Tubulin beta-4B chain",2.67066234853125,1.9620876e-08,"PE","PC00157","PC00157","microtubule or microtubule-binding cytoskeletal protein","PC00085","cytoskeletal protein"
"465","Q9HDC9","APMAP","Adipocyte plasma membrane-associated protein",2.66494210242206,0.0033232716,"PE",NA,NA,"Unclassified",NA,"Unclassified"
"466","Q6P996","PDXDC1","Pyridoxal-dependent decarboxylase domain-containing protein 1",2.64650023040212,0.030617457,"PE",NA,NA,"Unclassified",NA,"Unclassified"
"467","O14936","CASK","Peripheral plasma membrane protein CASK",2.63114928303285,0.0096051861,"PE","PC00226","PC00226","scaffold/adaptor protein","PC00226","scaffold/adaptor protein"
"468","O15031","PLXNB2","Plexin-B2",2.63075960182596,0.023890767,"PE","PC00197","PC00197","transmembrane signal receptor","PC00197","transmembrane signal receptor"
"469","P16435","POR","NADPH--cytochrome P450 reductase",2.61840654148555,0.0078493226,"PE","PC00176","PC00176","oxidoreductase","PC00262","metabolite interconversion enzyme"
"470","Q5VTE0","EEF1A1P5","Putative elongation factor 1-alpha-like 3",2.61016124406734,0.00062623265,"PE","PC00223","PC00223","translation factor","PC00263","translational protein"
"471","P22314","UBA1","Ubiquitin-like modifier-activating enzyme 1",2.60844597848342,0.036747579,"DM|PE","PC00234","PC00234","ubiquitin-protein ligase","PC00260","protein modifying enzyme"
"472","P48507","GCLM","Glutamate--cysteine ligase regulatory subunit",2.60830244722264,0.0069072079,"PE","PC00142","PC00142","ligase","PC00262","metabolite interconversion enzyme"
"473","Q8WUM4","PDCD6IP","Programmed cell death 6-interacting protein",2.6066502101692,0.0046790382,"PE","PC00150","PC00150","membrane traffic protein","PC00150","membrane traffic protein"
"474","P31431","SDC4","Syndecan-4",2.60535964810775,0.011883763,"PE","PC00197","PC00197","transmembrane signal receptor","PC00197","transmembrane signal receptor"
"475","P56199","ITGA1","Integrin alpha-1",2.57565593678038,0.0080760876,"PE","PC00126","PC00126","integrin","PC00069","cell adhesion molecule"
"476","O75955","FLOT1","Flotillin-1",2.57375507004516,0.018473189,"PE","PC00151","PC00151","membrane trafficking regulatory protein","PC00150","membrane traffic protein"
"477","P09874","PARP1","Poly [ADP-ribose] polymerase 1",2.57232705613341,0.0046187774,"PE","PC00009","PC00009","DNA metabolism protein","PC00009","DNA metabolism protein"
"478","Q14683","SMC1A","Structural maintenance of chromosomes protein 1A",2.5701255825035,0.026979281,"PE",NA,NA,"Unclassified",NA,"Unclassified"
"479","O75122","CLASP2","CLIP-associating protein 2",2.5661585570878,0.02937091,"PE","PC00166","PC00085","microtubule or microtubule-binding cytoskeletal protein","PC00157","cytoskeletal protein"
"480","P55011","SLC12A2","Solute carrier family 12 member 2",2.56383267092541,0.022247424,"PE","PC00258","PC00258","secondary carrier transporter","PC00227","transporter"
"481","Q6YN16","HSDL2","Hydroxysteroid dehydrogenase-like protein 2",2.56110665210964,0.0092596924,"PE","PC00262","PC00262","metabolite interconversion enzyme","PC00262","metabolite interconversion enzyme"
"482","Q9Y285","FARSA","Phenylalanine--tRNA ligase alpha subunit",2.56050111880778,0.028574821,"PE","PC00047","PC00047","aminoacyl-tRNA synthetase","PC00263","translational protein"
"483","Q9Y230","RUVBL2","RuvB-like 2",2.55276995047864,0.03582998,"DM",NA,NA,"Unclassified",NA,"Unclassified"
"484","Q12959","DLG1","Disks large homolog 1",2.5512149694043,0.047303677,"PE","PC00226","PC00226","scaffold/adaptor protein","PC00226","scaffold/adaptor protein"
"485","Q15046","KARS","Lysine--tRNA ligase",2.55094597179998,0.013617963,"PE","PC00047","PC00047","aminoacyl-tRNA synthetase","PC00263","translational protein"
"486","P27816","MAP4","Microtubule-associated protein 4",2.54956165150037,0.012665649,"PE","PC00085","PC00085","cytoskeletal protein","PC00085","cytoskeletal protein"
"487","P04792","HSPB1","Heat shock protein beta-1",2.54825348490645,7.951418e-08,"PE","PC00072","PC00072","chaperone","PC00072","chaperone"
"488","P09601","HMOX1","Heme oxygenase 1",2.54700596724833,0.014049929,"PE","PC00176","PC00176","oxidoreductase","PC00262","metabolite interconversion enzyme"
"489","O43681","ASNA1","ATPase ASNA1",2.54079585445871,0.010562572,"PE","PC00227","PC00227","transporter","PC00227","transporter"
"490","P11717","IGF2R","Cation-independent mannose-6-phosphate receptor",2.53643708625689,0.0046448167,"DM","PC00150","PC00150","membrane traffic protein","PC00150","membrane traffic protein"
"491","Q9UNL2","SSR3","Translocon-associated protein subunit gamma",2.52582185326827,0.0036459295,"PE","PC00151","PC00151","membrane trafficking regulatory protein","PC00150","membrane traffic protein"
"492","P84095","RHOG","Rho-related GTP-binding protein RhoG",2.51927554816082,0.009545072,"PE","PC00208","PC00095","G-protein","PC00020","protein-binding activity modulator"
"493","Q96RT1","ERBB2IP","Protein LAP2",2.51872609078747,0.030307736,"PE","PC00226","PC00226","scaffold/adaptor protein","PC00226","scaffold/adaptor protein"
"494","P08574","CYC1","Cytochrome c1, heme protein, mitochondrial",2.5116899291525,0.0050437655,"PE",NA,NA,"Unclassified",NA,"Unclassified"
"495","P17342","NPR3","Atrial natriuretic peptide receptor 3",2.50505767585905,0.048047859,"PE","PC00197","PC00197","transmembrane signal receptor","PC00197","transmembrane signal receptor"
"496","Q14166","TTLL12","Tubulin--tyrosine ligase-like protein 12",2.49834621582334,0.027524125,"PE",NA,NA,"Unclassified",NA,"Unclassified"
"497","Q96S52","PIGS","GPI transamidase component PIG-S",2.48902963351314,0.00087543856,"PE",NA,NA,"Unclassified",NA,"Unclassified"
"498","P84243","HIST2H3A","Histone H3.3",2.48653965648432,0.020549225,"PE","PC00077","PC00077","chromatin/chromatin-binding, or -regulatory protein","PC00077","chromatin/chromatin-binding, or -regulatory protein"
"499","P50995","ANXA11","Annexin A11",2.48512601026801,0.01253001,"PE","PC00060","PC00060","calcium-binding protein","PC00060","calcium-binding protein"
"500","Q9HC07","TMEM165","Transmembrane protein 165",2.48376409704305,0.002607207,"PE",NA,NA,"Unclassified",NA,"Unclassified"
"501","Q13308","PTK7","Inactive tyrosine-protein kinase 7",2.48060749995922,0.011482143,"PE",NA,NA,"Unclassified",NA,"Unclassified"
"502","P36578","RPL4","60S ribosomal protein L4",2.46628125870475,0.012560399,"DM","PC00202","PC00202","ribosomal protein","PC00263","translational protein"
