LFQ intensity R159E_1	LFQ intensity R159E_2	LFQ intensity R159E_3	LFQ intensity R159E_4	LFQ intensity R159E_5	LFQ intensity R159E_6	LFQ intensity Untransfected_1	LFQ intensity Untransfected_2	LFQ intensity Untransfected_3	LFQ intensity Untransfected_4	LFQ intensity Untransfected_5	LFQ intensity Untransfected_6	LFQ intensity WT_1	LFQ intensity WT_2	LFQ intensity WT_3	LFQ intensity WT_4	LFQ intensity WT_5	LFQ intensity WT_6	Only identified by site	Reverse	Potential contaminant	Peptides	Razor + unique peptides	Unique peptides	Sequence coverage [%]	Unique + razor sequence coverage [%]	Unique sequence coverage [%]	Mol. weight [kDa]	Q-value	Score	Intensity	MS/MS count	Protein IDs	Majority protein IDs	Protein names	Gene names	id
0	0	1736100	0	0	0	0	0	0	0	0	0	3200300	2507500	1798900	0	0	0				8	8	8	46.4	46.4	46.4	21.569	0	28.444	59882000	26	Q13636;Q9UL26	Q13636	Ras-related protein Rab-31	RAB31	1220
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				4	4	4	24.9	24.9	24.9	24.997	0	7.1158	7474900	8	Q13637;O14966;P57729	Q13637	Ras-related protein Rab-32	RAB32	1221
0	0	0	0	0	0	0	0	0	0	0	0	3856100	2960100	2886700	4974200	0	4237500				6	6	6	18.1	18.1	18.1	46.031	0	51.025	48450000	19	Q13641	Q13641	Trophoblast glycoprotein	TPBG	1222
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				3	3	3	10	10	10	31.192	0	3.9688	2820700	4	Q13643	Q13643	Four and a half LIM domains protein 3	FHL3	1223
0	0	2424000	0	0	0	1814600	0	0	0	0	0	0	0	0	0	0	0				7	7	7	12	12	12	80.702	0	23.011	55553000	15	Q13724-2;Q13724	Q13724-2;Q13724	Mannosyl-oligosaccharide glucosidase	MOGS	1224
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				2	2	2	4.1	4.1	4.1	65.102	0.0005277	2.5714	4052500	3	Q13740;Q13740-2;Q13740-4	Q13740;Q13740-2;Q13740-4	CD166 antigen	ALCAM	1225
3270500	3701800	2659200	322960	0	0	869000	1708000	3378100	606630	0	0	2469100	3945700	4213000	0	0	264680				50	50	50	29.9	29.9	29.9	282.28	0	163.03	301360000	180	Q13813-3;Q13813;Q13813-2	Q13813-3;Q13813;Q13813-2	Spectrin alpha chain, non-erythrocytic 1	SPTAN1	1226
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				1	1	1	2.1	2.1	2.1	80.496	0	4.0178	3692500	1	Q13835-2;Q13835	Q13835-2;Q13835	Plakophilin-1	PKP1	1227
1017900	938350	598320	0	0	0	0	0	0	0	0	0	0	922280	958140	0	0	0				6	6	1	13.6	13.6	2.6	48.991	0	8.9141	26666000	20	Q13838;Q13838-2	Q13838;Q13838-2	Spliceosome RNA helicase DDX39B	DDX39B	1228
0	0	0	0	1632400	0	0	0	0	0	0	0	0	0	1939800	0	5548100	1215200				7	7	7	20.9	20.9	20.9	52.562	0	17.182	42624000	24	Q13867	Q13867	Bleomycin hydrolase	BLMH	1229
0	0	0	0	0	0	0	0	1257900	0	0	0	1247200	984320	1025600	1321300	0	801630				7	7	7	32.1	32.1	32.1	32.789	0	13.267	23595000	22	Q13868;Q13868-3;Q13868-2	Q13868;Q13868-3;Q13868-2	Exosome complex component RRP4	EXOSC2	1230
0	0	4746200	0	0	0	0	0	1025200	0	0	0	0	1345500	1291100	0	0	0				8	8	7	30.1	30.1	27.5	32.834	0	20.36	94685000	21	Q14103-3;Q14103;Q14103-4;Q14103-2	Q14103-3;Q14103;Q14103-4;Q14103-2	Heterogeneous nuclear ribonucleoprotein D0	HNRNPD	1231
0	0	2465800	0	0	0	1976900	0	0	0	0	0	1694600	1226700	1398600	0	0	0				4	4	4	20.9	20.9	20.9	37.767	0	13.71	40442000	19	Q14108-2;Q14108	Q14108-2;Q14108	Lysosome membrane protein 2	SCARB2	1232
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				1	1	1	5	5	5	56.931	0	3.0455	437830	1	Q14119	Q14119	Vascular endothelial zinc finger 1	VEZF1	1233
0	1376700	4161900	0	0	0	1309500	1751800	0	0	0	0	442290	649240	0	0	0	0				19	19	19	29.9	29.9	29.9	122.29	0	64.621	159110000	40	Q14126	Q14126	Desmoglein-2	DSG2	1234
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				6	6	6	15.7	15.7	15.7	83.629	0	21.604	27990000	6	Q14137;Q14137-2	Q14137;Q14137-2	Ribosome biogenesis protein BOP1	BOP1	1235
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				2	2	2	3.5	3.5	3.5	103.17	0	7.966	2392400	3	Q14157-4;Q14157-1;Q14157-3;Q14157;Q14157-5	Q14157-4;Q14157-1;Q14157-3;Q14157;Q14157-5	Ubiquitin-associated protein 2-like	UBAP2L	1236
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				5	5	5	7.1	7.1	7.1	165.24	0	16.391	15969000	5	Q14160-2;Q14160;Q14160-3	Q14160-2;Q14160;Q14160-3	Protein scribble homolog	SCRIB	1237
1854100	2249200	3234800	0	0	0	3023600	2003500	0	0	0	0	1677800	0	0	0	0	0				6	6	6	27.4	27.4	27.4	32.233	0	21.018	60086000	19	Q14165	Q14165	Malectin	MLEC	1238
0	0	0	2373900	2417900	0	0	0	0	5394300	4012900	0	0	0	1450100	2855900	1262900	1847600				6	6	6	26.2	26.2	26.2	32.193	0	10.842	37817000	27	Q14192	Q14192	Four and a half LIM domains protein 2	FHL2	1239
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				8	6	6	18	12.7	12.7	73.91	0	9.1387	10277000	8	Q14195-2;Q14195	Q14195-2;Q14195	Dihydropyrimidinase-related protein 3	DPYSL3	1240
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				1	1	1	6.8	6.8	6.8	23.63	0.0095969	1.8899	5073900	1	Q14197	Q14197	Peptidyl-tRNA hydrolase ICT1, mitochondrial	ICT1	1241
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				8	8	8	2.6	2.6	2.6	532.4	0	10.841	9833700	9	Q14204	Q14204	Cytoplasmic dynein 1 heavy chain 1	DYNC1H1	1242
0	0	0	0	0	0	0	0	401670	0	0	0	0	0	556310	0	0	0				2	2	2	3.8	3.8	3.8	72.413	0	3.8813	2865700	4	Q14244-3;Q14244;Q14244-5;Q14244-2;Q14244-6;Q14244-7	Q14244-3;Q14244;Q14244-5;Q14244-2;Q14244-6;Q14244-7	Ensconsin	MAP7	1243
1182400	0	0	0	402050	0	0	0	1209200	3418700	1120600	0	996340	1488800	1152500	942630	0	1033800				17	17	17	41.1	41.1	41.1	61.585	0	36.334	43606000	55	Q14247;Q14247-3;Q14247-2	Q14247;Q14247-3;Q14247-2	Src substrate cortactin	CTTN	1244
0	1686400	2843100	0	0	0	1336200	1287400	0	0	0	0	0	0	0	0	0	0				11	11	11	34.1	34.1	34.1	47.064	0	27.167	81199000	26	Q14254	Q14254	Flotillin-2	FLOT2	1245
0	5383500	4480500	1886900	0	0	5142400	3244400	0	0	0	0	5096800	3339500	1684100	0	0	0				8	8	8	38.5	38.5	38.5	36.876	0	83.224	151440000	37	Q14257;Q14257-2	Q14257;Q14257-2	Reticulocalbin-2	RCN2	1246
0	0	0	1368800	1473000	0	0	0	0	1960600	0	0	0	0	0	1319000	1037000	1269900				9	9	9	16.5	16.5	16.5	70.973	0	35.831	30590000	30	Q14258	Q14258	E3 ubiquitin/ISG15 ligase TRIM25	TRIM25	1247
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				12	1	1	5	0.4	0.4	287.28	0.002064	2.3949	4027900	2	Q14315-2;Q14315	Q14315-2;Q14315	Filamin-C	FLNC	1248
0	0	2497100	0	0	0	2307800	0	0	0	0	0	0	0	0	0	0	0				5	5	5	17.2	17.2	17.2	44.648	0	24.432	58658000	11	Q14318-2;Q14318;Q14318-3	Q14318-2;Q14318	Peptidyl-prolyl cis-trans isomerase FKBP8	FKBP8	1249
986340	0	686780	925700	0	0	0	0	1467700	1875400	1406900	0	1498500	1462300	1325500	1048500	0	980680				7	7	7	9.7	9.7	9.7	124.98	0	16.3	42852000	36	Q14432	Q14432	cGMP-inhibited 3,5-cyclic phosphodiesterase A	PDE3A	1250
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				3	3	3	9.4	9.4	9.4	76.861	0	4.4518	3992900	5	Q14444-2;Q14444	Q14444-2;Q14444	Caprin-1	CAPRIN1	1251
0	0	796730	1434900	0	0	0	0	2356900	0	5433400	0	0	1696600	1737500	1350000	1574000	1120200				4	4	4	13	13	13	57.089	0	11.268	43470000	30	Q14498-3;Q14498-2;Q14498	Q14498-3;Q14498-2;Q14498	RNA-binding protein 39	RBM39	1252
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				3	3	3	5.4	5.4	5.4	92.888	0	3.7333	4375900	3	Q14566	Q14566	DNA replication licensing factor MCM6	MCM6	1253
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				6	4	4	3.1	2.6	2.6	304.1	0	9.1941	9363600	3	Q14573	Q14573	Inositol 1,4,5-trisphosphate receptor type 3	ITPR3	1254
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				16	16	14	8.2	8.2	7.6	306.77	0	45.747	87705000	19	Q14643-4;Q14643-3;Q14643-8;Q14643-7;Q14643-5;Q14643-6;Q14643-2;Q14643;Q14571	Q14643-4;Q14643-3;Q14643-8;Q14643-7;Q14643-5;Q14643-6;Q14643-2;Q14643	Inositol 1,4,5-trisphosphate receptor type 1	ITPR1	1255
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				1	1	1	2.2	2.2	2.2	68.259	0.00053277	2.6323	584380	1	Q14677;Q14677-3	Q14677;Q14677-3	Clathrin interactor 1	CLINT1	1256
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				10	10	10	10.5	10.5	10.5	143.23	0	13.311	35040000	10	Q14683	Q14683	Structural maintenance of chromosomes protein 1A	SMC1A	1257
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				2	2	2	3.6	3.6	3.6	82.175	0	3.3247	4840600	2	Q14684-2;Q14684	Q14684-2;Q14684	Ribosomal RNA processing protein 1 homolog B	RRP1B	1258
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				5	5	5	3.3	3.3	3.3	208.7	0	7.8583	17899000	5	Q14690	Q14690	Protein RRP5 homolog	PDCD11	1259
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				2	2	2	3.1	3.1	3.1	87.133	0	2.8652	975130	2	Q14694;Q14694-3;Q14694-2	Q14694;Q14694-3;Q14694-2	Ubiquitin carboxyl-terminal hydrolase 10	USP10	1260
0	2259600	3851800	0	0	0	0	0	0	0	0	0	1984300	1402900	0	0	0	0				5	5	5	29.9	29.9	29.9	26.076	0	18.557	90826000	14	Q14696	Q14696	LDLR chaperone MESD	MESDC2	1261
21201000	29361000	32826000	6365000	278420	122740	20231000	21211000	2207100	0	0	0	25290000	16403000	6878400	659030	538150	81462				54	54	1	66.3	66.3	2.2	106.87	0	323.31	6795400000	664	Q14697	Q14697	Neutral alpha-glucosidase AB	GANAB	1262
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				54	1	1	64.6	2	2	109.44	0	4.9157	5467200	1	Q14697-2	Q14697-2	Neutral alpha-glucosidase AB	GANAB	1263
0	0	4437500	0	0	0	4276900	0	0	0	0	0	0	0	0	0	0	0				7	7	7	18.2	18.2	18.2	70.702	0	50.775	94431000	16	Q14739	Q14739	Lamin-B receptor	LBR	1264
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				3	3	3	6.7	6.7	6.7	99.326	0	4.6625	5900600	6	Q14764	Q14764	Major vault protein	MVP	1265
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				2	2	2	1.7	1.7	1.7	367.42	0	8.4159	8674600	2	Q14789-4;Q14789-3;Q14789;Q14789-2	Q14789-4;Q14789-3;Q14789;Q14789-2	Golgin subfamily B member 1	GOLGB1	1266
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				3	3	3	7.2	7.2	7.2	66.306	0	4.4932	2337800	4	Q14807-2;Q14807	Q14807-2;Q14807	Kinesin-like protein KIF22	KIF22	1267
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				2	2	2	7.7	7.7	7.7	36.014	0	3.1792	1294800	2	Q14847-2;Q14847;Q14847-3	Q14847-2;Q14847;Q14847-3	LIM and SH3 domain protein 1	LASP1	1268
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	+			1	1	1	2.4	2.4	2.4	44.978	1	-2	0	1	Q14916-2;Q14916	Q14916-2;Q14916	Sodium-dependent phosphate transport protein 1	SLC17A1	1269
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				2	1	1	6	6	6	25.006	0	8.4072	48483000	7	Q14964	Q14964	Ras-related protein Rab-39A	RAB39A	1270
7977600	6187600	5930800	5470900	4168700	3282100	6184700	7789800	9428200	10322000	14040000	20847000	7622200	8037500	7334600	5397100	4280800	5241600				19	19	19	26	26	26	97.169	0	101.46	437150000	169	Q14974;Q14974-2	Q14974;Q14974-2	Importin subunit beta-1	KPNB1	1271
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				6	6	6	10.3	10.3	10.3	73.602	0	9.1204	46653000	6	Q14978;Q14978-3;Q14978-2	Q14978;Q14978-3;Q14978-2	Nucleolar and coiled-body phosphoprotein 1	NOLC1	1272
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				51	51	51	34.7	34.7	34.7	236.51	0	266.25	345110000	62	Q14980-2;Q14980;Q14980-4;Q14980-3;Q14980-5	Q14980-2;Q14980;Q14980-4;Q14980-3	Nuclear mitotic apparatus protein 1	NUMA1	1273
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				1	1	1	17.1	17.1	17.1	11.986	0.0095923	1.8861	249880	2	Q15004	Q15004	PCNA-associated factor	KIAA0101	1274
0	1744800	5017000	0	0	0	1556500	2352700	0	0	0	0	1381800	0	0	0	0	0				9	9	9	38.9	38.9	38.9	25.003	0	17.299	95885000	21	Q15005	Q15005	Signal peptidase complex subunit 2	SPCS2	1275
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				3	3	3	15.2	15.2	15.2	34.833	0	7.9889	13218000	3	Q15006	Q15006	ER membrane protein complex subunit 2	EMC2	1276
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				2	2	2	8	8	8	41.181	0	3.4867	2041800	2	Q15008-3;Q15008-2;Q15008;Q15008-4	Q15008-3;Q15008-2;Q15008;Q15008-4	26S proteasome non-ATPase regulatory subunit 6	PSMD6	1277
0	0	0	0	0	0	0	0	1155200	0	0	0	1199000	1336400	1352500	940070	0	1029300				6	6	6	26	26	26	41.487	0	13.83	30115000	22	Q15019;Q15019-3;Q15019-2	Q15019;Q15019-3;Q15019-2	Septin-2	SEPT2	1278
0	0	0	0	0	0	0	0	0	0	0	0	1295500	1140300	1918600	0	0	0				4	4	4	16.5	16.5	16.5	31.821	0	6.9342	12836000	10	Q15024	Q15024	Exosome complex component RRP42	EXOSC7	1279
713060	0	4327500	0	0	0	0	0	0	0	0	0	449570	0	279060	0	0	0				22	22	21	33.6	33.6	32.6	105.38	0	62.051	173530000	39	Q15029-2;Q15029-3;Q15029	Q15029-2;Q15029-3;Q15029	116 kDa U5 small nuclear ribonucleoprotein component	EFTUD2	1280
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				3	3	3	3.4	3.4	3.4	101.97	0	4.1099	10051000	2	Q15031	Q15031	Probable leucine--tRNA ligase, mitochondrial	LARS2	1281
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				2	2	2	6.9	6.9	6.9	52.838	0	5.0424	16445000	5	Q15043-2;Q15043-3;Q15043	Q15043-2;Q15043-3;Q15043	Zinc transporter ZIP14	SLC39A14	1282
0	0	0	0	0	0	0	0	828370	0	0	0	818810	742200	785250	0	0	0				4	4	4	9.5	9.5	9.5	68.047	0	9.6122	12710000	15	Q15046;Q15046-2	Q15046;Q15046-2	Lysine--tRNA ligase	KARS	1283
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				4	4	4	12.6	12.6	12.6	41.193	0	5.2833	25705000	4	Q15050	Q15050	Ribosome biogenesis regulatory protein homolog	RRS1	1284
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				4	4	4	13.6	13.6	13.6	74.89	0	15.686	20051000	5	Q15061	Q15061	WD repeat-containing protein 43	WDR43	1285
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				4	4	4	14	14	14	70.135	0	8.002	27170000	4	Q15067-3;Q15067-2;Q15067	Q15067-3;Q15067-2;Q15067	Peroxisomal acyl-coenzyme A oxidase 1	ACOX1	1286
8804300	20994000	37376000	10523000	3361800	2886400	21300000	12666000	3059000	5615300	6272800	0	17660000	12685000	5478900	8021000	4569900	3169300				19	19	19	51.3	51.3	51.3	47.837	0	182.85	1860300000	174	Q15084-3;Q15084;Q15084-4;Q15084-5;Q15084-2	Q15084-3;Q15084;Q15084-4;Q15084-5;Q15084-2	Protein disulfide-isomerase A6	PDIA6	1287
2549500	2868900	8073400	0	0	0	3061900	3222000	856790	0	0	0	2844300	2730400	938600	0	0	0				3	3	3	16.5	16.5	16.5	26.352	0	32.878	181310000	34	Q15125	Q15125	3-beta-hydroxysteroid-Delta(8),Delta(7)-isomerase	EBP	1288
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	+			163	1	1	42.9	0.4	0.4	531.78	1	-2	962060	1	Q15149;Q15149-7;Q15149-8;Q15149-9;Q15149-5;Q15149-6;Q15149-2	Q15149;Q15149-7;Q15149-8;Q15149-9;Q15149-5;Q15149-6;Q15149-2	Plectin	PLEC	1289
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	+			162	1	1	43.6	0.3	0.3	518.03	1	-2	3062100	2	Q15149-3	Q15149-3	Plectin	PLEC	1290
764380	3193300	24903000	1244200	162030	0	262170	3266600	4418400	574480	291670	0	2100100	170390	2598700	2978400	2064000	2913800				163	163	1	44	44	0.3	516.19	0	323.31	2130300000	488	Q15149-4	Q15149-4	Plectin	PLEC	1291
402270	635960	3669000	0	0	0	478470	572750	0	0	0	0	0	0	0	0	0	0				15	15	15	19	19	19	134.32	0	37.132	95207000	29	Q15155;Q5JPE7-2;P69849;Q5JPE7;Q5JPE7-3	Q15155;Q5JPE7-2;P69849;Q5JPE7;Q5JPE7-3	Nodal modulator 1;Nodal modulator 2;Nodal modulator 3	NOMO1;NOMO2;NOMO3	1292
2540600	3356100	8014600	0	0	0	6819100	3622500	0	0	0	0	3282500	2388400	1108300	0	0	0				7	7	7	36.8	36.8	36.8	37.98	0	41.053	260810000	35	Q15165-3;Q15165-1;Q15165	Q15165-3;Q15165-1;Q15165	Serum paraoxonase/arylesterase 2	PON2	1293
1417100	0	0	0	0	0	0	0	1423200	1841200	0	0	1231200	1420400	1289100	1655300	0	0				8	8	8	44.6	44.6	44.6	32.66	0	23.723	33328000	27	Q15181	Q15181	Inorganic pyrophosphatase	PPA1	1294
2485300	2305100	1321800	3592800	3328400	3156300	1585300	2272900	3106000	2670000	1840700	0	2106700	2916100	4281300	0	0	0				8	8	8	33.5	33.5	33.5	43.866	0	49.019	82202000	55	Q15233-2;Q15233	Q15233-2;Q15233	Non-POU domain-containing octamer-binding protein	NONO	1295
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				2	2	2	3.2	3.2	3.2	102.45	0	4.1749	5175000	2	Q15269	Q15269	Periodic tryptophan protein 2 homolog	PWP2	1296
0	0	0	0	0	0	0	0	0	0	0	0	0	1693500	1635100	2305400	0	2464000				4	4	4	31.3	31.3	31.3	23.025	0	8.9478	21550000	12	Q15286;Q15286-2	Q15286;Q15286-2	Ras-related protein Rab-35	RAB35	1297
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				5	5	5	24.3	24.3	24.3	30.354	0	15.779	26833000	6	Q15287-3;Q15287-2;Q15287	Q15287-3;Q15287-2;Q15287	RNA-binding protein with serine-rich domain 1	RNPS1	1298
3367800	5445900	9373600	2094600	0	0	2365500	1591000	0	0	0	0	5652900	4041900	1881000	0	0	0				18	18	18	62.5	62.5	62.5	38.89	0	143.98	697150000	119	Q15293;Q15293-2	Q15293;Q15293-2	Reticulocalbin-1	RCN1	1299
0	0	1850900	0	0	0	0	0	0	0	0	0	0	1131200	0	0	0	0				4	4	4	30.8	30.8	30.8	22.761	0	7.5671	46488000	10	Q15363	Q15363	Transmembrane emp24 domain-containing protein 2	TMED2	1300
10366000	10116000	3987400	15135000	14395000	13902000	6578500	9214500	16590000	31190000	24780000	16275000	12152000	10792000	10727000	17574000	13395000	15555000				16	16	13	84.8	84.8	73.9	37.497	0	127.34	1039400000	256	Q15365;P57723-2;P57723	Q15365	Poly(rC)-binding protein 1	PCBP1	1301
4155100	3433200	1318800	3858600	3211900	3595400	0	3120100	5988000	6376200	0	9243400	4247100	4306500	5355700	5149200	3876200	4280900				13	10	10	62.7	51.9	51.9	38.221	0	52.39	229690000	89	Q15366-3;Q15366-4;Q15366-6;Q15366-2;Q15366-5;Q15366;Q15366-7;Q15366-8;P57721-2;P57721-3;P57721-5;P57721-4;P57721	Q15366-3;Q15366-4;Q15366-6;Q15366-2;Q15366-5;Q15366;Q15366-7;Q15366-8	Poly(rC)-binding protein 2	PCBP2	1302
0	0	0	0	0	0	0	0	0	2735600	3003000	0	0	0	0	1779300	0	1702400				4	4	4	56.2	56.2	56.2	12.473	0	12.592	19608000	15	Q15369;Q15369-2	Q15369;Q15369-2	Transcription elongation factor B polypeptide 1	TCEB1	1303
0	0	0	0	0	0	0	0	1022800	1503000	0	0	0	0	0	0	0	0				4	4	4	46.6	46.6	46.6	13.133	0	5.9389	10690000	11	Q15370;Q15370-2	Q15370;Q15370-2	Transcription elongation factor B polypeptide 2	TCEB2	1304
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				7	7	7	18.1	18.1	18.1	54.75	0	12.652	44713000	9	Q15392-2;Q15392	Q15392-2;Q15392	Delta(24)-sterol reductase	DHCR24	1305
642650	543560	3997800	0	0	0	0	0	834150	0	0	0	882960	700460	890460	0	0	0				17	17	17	18.8	18.8	18.8	135.58	0	55.113	157790000	45	Q15393;Q15393-3;Q15393-2	Q15393	Splicing factor 3B subunit 3	SF3B3	1306
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				6	6	6	14.2	14.2	14.2	73.584	0	17.697	37776000	8	Q15397	Q15397	Pumilio domain-containing protein KIAA0020	KIAA0020	1307
0	0	0	1537100	1611400	0	0	0	0	3431200	0	0	0	0	0	0	1381000	1692400				5	4	4	25.8	21.9	21.9	31.38	0	11.962	20685000	17	Q15417-3;Q15417;Q15417-2	Q15417-3;Q15417;Q15417-2	Calponin-3	CNN3	1308
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				7	7	1	10.6	10.6	1.4	95.18	0	20.522	51637000	9	Q15424-2;Q15424;Q15424-4;Q15424-3	Q15424-2;Q15424;Q15424-4;Q15424-3	Scaffold attachment factor B1	SAFB	1309
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				1	1	1	5.4	5.4	5.4	44.385	0.00053648	2.6991	5325600	1	Q15427	Q15427	Splicing factor 3B subunit 4	SF3B4	1310
1433600	822320	0	1335300	1398200	1202100	0	1445600	2047900	3600800	1920400	0	1684700	1563000	1833500	1678400	1045200	1421100				17	17	14	27.7	27.7	23	86.16	0	48.922	103240000	97	Q15436;Q15436-2	Q15436;Q15436-2	Protein transport protein Sec23A	SEC23A	1311
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				8	5	5	12.8	8.1	8.1	86.478	0	13.672	9473000	7	Q15437	Q15437	Protein transport protein Sec23B	SEC23B	1312
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				8	8	8	15.4	15.4	15.4	88.885	0	38.142	46302000	9	Q15459;Q15459-2	Q15459;Q15459-2	Splicing factor 3A subunit 1	SF3A1	1313
0	0	0	2172600	0	0	0	0	0	0	0	0	0	0	0	1507600	4773300	1576700				4	4	4	11.3	11.3	11.3	51.522	0	6.7917	36400000	17	Q15517	Q15517	Corneodesmosin	CDSN	1314
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				2	2	2	7.3	7.3	7.3	31.978	0	2.9423	5439500	2	Q15526-2;Q15526	Q15526-2;Q15526	Surfeit locus protein 1	SURF1	1315
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				2	2	2	4	4	4	74.68	0	3.5687	2437100	2	Q15582	Q15582	Transforming growth factor-beta-induced protein ig-h3	TGFBI	1316
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				2	2	2	6.1	6.1	6.1	39.682	0	3.6404	6691100	2	Q15629-2;Q15629	Q15629-2;Q15629	Translocating chain-associated membrane protein 1	TRAM1	1317
0	0	0	0	0	0	0	0	1031900	0	0	0	0	0	863690	0	0	925740				3	3	3	17.5	17.5	17.5	26.183	0	8.8244	13087000	16	Q15631	Q15631	Translin	TSN	1318
1185000	0	0	0	0	0	0	0	2458300	0	0	0	1489900	0	0	2492400	0	1523900				8	8	8	23.5	23.5	23.5	59.711	0	20.697	41029000	30	Q15637-4;Q15637-6;Q15637-3;Q15637-2;Q15637;Q15637-7;Q15637-5	Q15637-4;Q15637-6;Q15637-3;Q15637-2;Q15637;Q15637-7;Q15637-5	Splicing factor 1	SF1	1319
3955600	3265900	0	4872200	3945700	0	0	0	4489200	4912200	0	0	5707100	4109200	4769000	6276300	4027400	4301600				8	8	8	20.8	20.8	20.8	48.55	0	32.374	101260000	54	Q15645;Q15645-2	Q15645	Pachytene checkpoint protein 2 homolog	TRIP13	1320
0	0	2632600	0	0	0	0	0	231190	0	0	0	0	0	0	0	0	0				11	11	11	42.6	42.6	42.6	36.091	0	26.439	81490000	16	Q15717;Q15717-2	Q15717;Q15717-2	ELAV-like protein 1	ELAVL1	1321
2473200	2790000	5397100	0	0	0	4179700	0	0	0	0	0	2657100	1863800	1533500	0	0	0				14	14	14	53.4	53.4	53.4	41.9	0	45.202	161500000	29	Q15738	Q15738	Sterol-4-alpha-carboxylate 3-dehydrogenase, decarboxylating	NSDHL	1322
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				2	2	2	1.5	1.5	1.5	197.4	0.0045181	2.1933	3503900	2	Q15746-4;Q15746-5;Q15746-2;Q15746-3;Q15746-6;Q15746;Q15746-11;Q15746-7	Q15746-4;Q15746-5;Q15746-2;Q15746-3;Q15746-6;Q15746;Q15746-11;Q15746-7	Myosin light chain kinase, smooth muscle;Myosin light chain kinase, smooth muscle, deglutamylated form	MYLK	1323
9094800	8749500	12020000	2507900	0	0	14388000	8878800	0	0	0	0	4217000	5557600	3236800	0	0	0				8	8	8	19.6	19.6	19.6	56.598	0	42.539	284680000	46	Q15758;Q15758-3;Q15758-2	Q15758;Q15758-3;Q15758-2	Neutral amino acid transporter B(0)	SLC1A5	1324
