"so_SHORTNAME"	"so_NAME"	"so_PID"	"so_ratioWave"	"so_allTWave"
"SH3GLB1"	"Endophilin-B1"	"Q9Y371"	1.0239504545115	0.91155899
"NME2"	"Nucleoside diphosphate kinase B"	"P22392"	1.03649040196971	0.94955742
"HPDL"	"4-hydroxyphenylpyruvate dioxygenase-like protein"	"Q96IR7"	1.03077554055966	0.93370092
"KRT18"	"Keratin, type I cytoskeletal 18"	"P05783"	0.972294716959182	0.92710876
"HYOU1"	"Hypoxia up-regulated protein 1"	"Q9Y4L1"	1.03747111848136	0.95483959
"SVIL"	"Supervillin"	"O95425"	1.03433874095782	0.94620943
"RAP2C"	"Ras-related protein Rap-2c"	"Q9Y3L5"	1.02270499854004	0.91209108
"ELOVL5"	"Elongation of very long chain fatty acids protein 5"	"Q9NYP7"	1.03486370717163	0.95136726
"MRTO4"	"mRNA turnover protein 4 homolog"	"Q9UKD2"	1.02400742739657	0.92099613
"PC"	"Pyruvate carboxylase, mitochondrial"	"P11498"	0.975984811294971	0.92290962
"KIF5C"	"Kinesin heavy chain isoform 5C"	"O60282"	1.03136678880223	0.94602042
"LONP1"	"Lon protease homolog, mitochondrial"	"P36776"	0.978395122563434	0.91881293
"WDR12"	"Ribosome biogenesis protein WDR12"	"Q9GZL7"	0.96891542223341	0.94910741
"ARF5"	"ADP-ribosylation factor 5"	"P84085"	0.975486755813004	0.92875141
"GANAB"	"Neutral alpha-glucosidase AB"	"Q14697"	0.962452343508294	0.97289979
"SPTBN1"	"Spectrin beta chain, non-erythrocytic 1"	"Q01082"	1.03358733980683	0.96058697
"CD99"	"CD99 antigen"	"P14209"	1.01616760198888	0.90847814
"MAPKAP1"	"Target of rapamycin complex 2 subunit MAPKAP1"	"Q9BPZ7"	0.977513619094807	0.92907655
"RPSA"	"40S ribosomal protein SA"	"P08865"	0.975170287733028	0.93652135
"RPS26"	"40S ribosomal protein S26"	"P62854"	0.968123351514017	0.9609645
"SLC25A10"	"Mitochondrial dicarboxylate carrier"	"Q9UBX3"	0.975854494391069	0.93701911
"HIST1H1C;HIST1H1E;HIST1H1D"	"Histone H1.3"	"P16402"	1.0329111027355	0.96213961
"GPRC5A"	"Retinoic acid-induced protein 3"	"Q8NFJ5"	0.972160922096087	0.94921225
"DIABLO"	"Diablo homolog, mitochondrial"	"Q9NR28"	1.01944188875284	0.92416245
"LRPAP1"	"Alpha-2-macroglobulin receptor-associated protein"	"P30533"	1.02105574030521	0.93028468
"FADS1"	"Fatty acid desaturase 1"	"O60427"	0.97963229119743	0.93315983
"SNW1"	"SNW domain-containing protein 1"	"Q13573"	1.02170934322899	0.93716329
"BZW2"	"Basic leucine zipper and W2 domain-containing protein 2"	"Q9Y6E2"	1.02297547141512	0.94130421
"GDI1"	"Rab GDP dissociation inhibitor alpha"	"P31150"	1.02398752856629	0.9446404
"FH"	"Fumarate hydratase, mitochondrial"	"P07954"	0.971668350721652	0.96084493
"NOC2L"	"Nucleolar complex protein 2 homolog"	"Q9Y3T9"	1.02187312706287	0.93859202
"B4GALT5"	"Beta-1,4-galactosyltransferase 5"	"O43286"	1.0203046989047	0.93506455
"NADK2"	"NAD kinase 2, mitochondrial"	"Q4G0N4"	1.01635316649378	0.92448545
"NCCRP1"	"F-box only protein 50"	"Q6ZVX7"	1.02817602865214	0.96147686
"NTPCR"	"Cancer-related nucleoside-triphosphatase"	"Q9BSD7"	0.984749150827058	0.92482895
"LOH12CR1"	"Loss of heterozygosity 12 chromosomal region 1 protein"	"Q969J3"	1.0183659720185	0.93462402
"CLU"	"Clusterin"	"P10909"	0.971728201384869	0.9677912
"KIAA0020"	"Pumilio domain-containing protein KIAA0020"	"Q15397"	1.02307451185545	0.94950533
"ATAD1"	"ATPase family AAA domain-containing protein 1"	"Q8NBU5"	1.02661251514497	0.96154374
"HIBADH"	"3-hydroxyisobutyrate dehydrogenase, mitochondrial"	"P31937"	0.974616538714543	0.96472514
"SARS2"	"Serine--tRNA ligase, mitochondrial"	"Q9NP81"	0.981720445992143	0.94736326
"IMPDH2"	"Inosine-5-monophosphate dehydrogenase 2"	"P12268"	1.02004525051151	0.95220214
"PCMT1"	"Protein-L-isoaspartate(D-aspartate) O-methyltransferase"	"P22061"	1.02592963585649	0.97113955
"DAB2"	"Disabled homolog 2"	"P98082"	0.975201282685106	0.96967256
"SOAT1"	"Sterol O-acyltransferase 1"	"P35610"	1.01917943935014	0.95049053
"FKBP9"	"Peptidyl-prolyl cis-trans isomerase FKBP9"	"O95302"	1.02482289359333	0.97288799
"PSMD7"	"26S proteasome non-ATPase regulatory subunit 7"	"P51665"	0.981160565731896	0.95599616
"ITGA6"	"Integrin alpha-6"	"P23229"	0.97766190147723	0.96982127
"NDUFA4"	"Cytochrome c oxidase subunit NDUFA4"	"O00483"	0.993588267815314	0.91976905
"DECR1"	"2,4-dienoyl-CoA reductase, mitochondrial"	"Q16698"	1.0214808571112	0.96631742
"ERAP1"	"Endoplasmic reticulum aminopeptidase 1"	"Q9NZ08"	0.988495966261769	0.93624383
"TRABD"	"TraB domain-containing protein"	"Q9H4I3"	0.982154715664987	0.95965236
"ATP6V1H"	"V-type proton ATPase subunit H"	"Q9UI12"	1.01714021763862	0.95856726
"BASP1"	"Brain acid soluble protein 1"	"P80723"	0.978275866207641	0.97633624
"RBM39"	"RNA-binding protein 39"	"Q14498"	1.01877536297911	0.96569228
"EIF2S3L"	"Putative eukaryotic translation initiation factor 2 subunit 3-like protein"	"Q2VIR3"	1.01818242734694	0.96494937
"GRB2"	"Growth factor receptor-bound protein 2"	"P62993"	1.01753343739717	0.96305418
"PPP1CC"	"Serine/threonine-protein phosphatase PP1-alpha catalytic subunit"	"P62136"	1.01277556033428	0.94876939
"BRI3BP"	"BRI3-binding protein"	"Q8WY22"	1.01806221625157	0.96563089
"MPDU1"	"Mannose-P-dolichol utilization defect 1 protein"	"O75352"	0.983850277390102	0.96175665
"PBXIP1"	"Pre-B-cell leukemia transcription factor-interacting protein 1"	"Q96AQ6"	0.987903245014636	0.94944161
"ATP5J2"	"ATP synthase subunit f, mitochondrial"	"P56134"	0.985363401505514	0.96045357
"AP2A1"	"AP-2 complex subunit alpha-1"	"O95782"	1.01475239639963	0.96175957
"TMED4"	"Transmembrane emp24 domain-containing protein 4"	"Q7Z7H5"	0.986176065754467	0.96023357
"SERPINB5"	"Serpin B5"	"P36952"	1.01567598559481	0.96620393
"RAB3D"	"Ras-related protein Rab-3D"	"O95716"	0.985864165226976	0.96212673
"MYBBP1A"	"Myb-binding protein 1A"	"Q9BQG0"	1.01492488102787	0.9675703
"PDCD6"	"Programmed cell death protein 6"	"O75340"	0.985179382510805	0.96823055
"WDR1"	"WD repeat-containing protein 1"	"O75083"	0.990929044040407	0.9523266
"FKBP10"	"Peptidyl-prolyl cis-trans isomerase FKBP10"	"Q96AY3"	1.01905412777621	0.98433399
"SDF4"	"45 kDa calcium-binding protein"	"Q9BRK5"	0.987431008218638	0.96431118
"CTSZ"	"Cathepsin Z"	"Q9UBR2"	0.986901928205766	0.96840382
"ALDH9A1"	"4-trimethylaminobutyraldehyde dehydrogenase"	"P49189"	1.01247122340712	0.96645612
"PPA1"	"Inorganic pyrophosphatase"	"Q15181"	1.0141463836152	0.97216576
"PELO"	"Protein pelota homolog"	"Q9BRX2"	1.01664972634372	0.98047727
"HNRNPLL"	"Heterogeneous nuclear ribonucleoprotein L-like"	"Q8WVV9"	0.986133151834512	0.97307944
"ATP2A2"	"Sarcoplasmic/endoplasmic reticulum calcium ATPase 2"	"P16615"	0.985016276244923	0.97814339
"TRIM25"	"E3 ubiquitin/ISG15 ligase TRIM25"	"Q14258"	1.01485739858645	0.97752726
"DDX56"	"Probable ATP-dependent RNA helicase DDX56"	"Q9NY93"	1.01573141455873	0.9806115
"NOC4L"	"Nucleolar complex protein 4 homolog"	"Q9BVI4"	1.01168619566888	0.97091138
"ERO1L"	"ERO1-like protein alpha"	"Q96HE7"	0.984837594675036	0.98361045
"HIST1H1D"	"Histone H1.2;Histone H1.4;Histone H1.3"	"P22492"	1.01238785548448	0.97396851
"YWHAZ"	"14-3-3 protein zeta/delta"	"P63104"	1.01345580854846	0.97762984
"ERP29"	"Endoplasmic reticulum resident protein 29"	"P30040"	1.01512071903081	0.984707
"MRPL47"	"39S ribosomal protein L47, mitochondrial"	"Q9HD33"	1.00968614004254	0.96752596
"YWHAE"	"14-3-3 protein epsilon"	"P62258"	0.986687021941745	0.98041528
"RPS18"	"40S ribosomal protein S18"	"P62269"	0.987330057589351	0.98263294
"DDOST"	"Dolichyl-diphosphooligosaccharide--protein glycosyltransferase 48 kDa subunit"	"P39656"	1.01441322005002	0.98809779
"RTN3"	"Reticulon-3"	"O95197"	0.991843088906089	0.96831775
"TMEM97"	"Transmembrane protein 97"	"Q5BJF2"	0.989603852117217	0.97563773
"PTRF"	"Polymerase I and transcript release factor"	"Q6NZI2"	0.990380058959565	0.97433561
"NONO"	"Non-POU domain-containing octamer-binding protein"	"Q15233"	0.988058563862039	0.9828465
"PKM"	"Pyruvate kinase PKM"	"P14618"	0.988773592016429	0.98066771
"CORO1C"	"Coronin-1C"	"Q9ULV4"	1.01222823477844	0.98582375
"AK4"	"Adenylate kinase 4, mitochondrial"	"P27144"	0.990917160318043	0.97607356
"MDH2"	"Malate dehydrogenase, mitochondrial"	"P40926"	1.01127745958276	0.98486328
"SRSF6"	"Serine/arginine-rich splicing factor 6"	"Q13247"	1.00906654868576	0.97801811
"PES1"	"Pescadillo homolog"	"O00541"	0.990768406219394	0.97888571
"MGST3"	"Microsomal glutathione S-transferase 3"	"O14880"	0.991082555208233	0.97916555
"CAST"	"Calpastatin"	"P20810"	0.989985536464404	0.98405993
"CYB5R3"	"NADH-cytochrome b5 reductase 3"	"P00387"	0.988000543865293	0.99226171
"ACTA1"	"Actin, alpha skeletal muscle"	"P68133"	0.990461240551071	0.98493016
"LMAN2"	"Vesicular integral-membrane protein VIP36"	"Q12907"	0.98990490820417	0.98745233
"YWHAG"	"14-3-3 protein gamma"	"P61981"	0.99294433907753	0.97874105
"UQCRQ"	"Cytochrome b-c1 complex subunit 8"	"O14949"	1.00743535415044	0.98124391
"LMF2"	"Lipase maturation factor 2"	"Q9BU23"	1.00803427891378	0.9835974
"WDR36"	"WD repeat-containing protein 36"	"Q8NI36"	1.00610502693483	0.97908503
"USMG5"	"Up-regulated during skeletal muscle growth protein 5"	"Q96IX5"	0.993585173497284	0.98096019
"FTSJ3"	"pre-rRNA processing protein FTSJ3"	"Q8IY81"	1.00690312014972	0.98262501
"ATL2"	"Atlastin-2"	"Q8NHH9"	0.992747310353264	0.98410726
"FAU"	"40S ribosomal protein S30"	"P62861"	0.994721876846514	0.97802711
"MRPS25"	"28S ribosomal protein S25, mitochondrial"	"P82663"	1.00528693423363	0.97819066
"CLPTM1L"	"Cleft lip and palate transmembrane protein 1-like protein"	"Q96KA5"	0.99140557306117	0.99224138
"CALR"	"Calreticulin"	"P27797"	1.00912072251177	0.99393004
"RPS9"	"40S ribosomal protein S9"	"P46781"	1.00660039830898	0.98776436
"CRTAP"	"Cartilage-associated protein"	"O75718"	0.994469042223984	0.99137074
"NDUFS2"	"NADH dehydrogenase [ubiquinone] iron-sulfur protein 2, mitochondrial"	"O75306"	1.00448988806009	0.98807472
"SLC35F6"	"Solute carrier family 35 member F6"	"Q8N357"	0.996517625921796	0.98944694
"ERP44"	"Endoplasmic reticulum resident protein 44"	"Q9BS26"	0.995518393065905	0.99345648
"EWSR1"	"RNA-binding protein EWS"	"Q01844"	0.995983809928566	0.99538898
"EIF2S2"	"Eukaryotic translation initiation factor 2 subunit 2"	"P20042"	1.00284065711652	0.99152261
"TOMM40"	"Mitochondrial import receptor subunit TOM40 homolog"	"O96008"	1.00271450527936	0.99139386
"HIST1H2BH"	"Histone H2B type 1-H"	"Q93079"	0.997631589003683	0.99699605
"RPF2"	"Ribosome production factor 2 homolog"	"Q9H7B2"	1.00165993261415	0.9951756
"MZT2A"	"Mitotic-spindle organizing protein 2A"	"Q6P582"	1.00197572407568	0.99701208
"DDX17"	"Probable ATP-dependent RNA helicase DDX17"	"Q92841"	1.00176127528969	0.99699128
"SLC1A5"	"Neutral amino acid transporter B(0)"	"Q15758"	1.00110996773332	0.99904847
"COX5B"	"Cytochrome c oxidase subunit 5B, mitochondrial"	"P10606"	0.999706006384306	0.99898851
"S100A10"	"Protein S100-A10"	"P60903"	0.999788434749888	0.99939018
"OGFR"	"Opioid growth factor receptor"	"Q9NZT2"	0.999813248732984	0.99936503
"RBM28"	"RNA-binding protein 28"	"Q9NW13"	1.00012129027139	0.99979705
"ITGA11"	"Integrin alpha-11"	"Q9UKX5"	13.8564564320346	4.2463353e-06
"FSCN1"	"Fascin"	"Q16658"	8.89488999440593	7.5121079e-06
"PTHLH"	"Parathyroid hormone-related protein"	"P12272"	37.5980341987041	0.0041862172
"CACNA2D1"	"Voltage-dependent calcium channel subunit alpha-2/delta-1"	"P54289"	6.18339527760656	1.1512647e-05
"EIF4G2"	"Eukaryotic translation initiation factor 4 gamma 2"	"P78344"	4.49208922252445	3.0791234e-05
"GPR56"	"G-protein coupled receptor 56"	"Q9Y653"	5.74886768423881	0.00010397781
"GNA14"	"Guanine nucleotide-binding protein subunit alpha-14"	"O95837"	7.47208955596534	0.00038745851
"TNFRSF10A"	"Tumor necrosis factor receptor superfamily member 10A"	"O00220"	5.60627555800062	0.00019147887
"SDAD1"	"Protein SDA1 homolog"	"Q9NVU7"	6.24619393029372	0.00036844346
"CDK11B"	"Cyclin-dependent kinase 11B"	"P21127"	2.99977704496587	5.4742322e-05
"TNC"	"Tenascin"	"P24821"	5.03070346315035	0.00030696971
"SLC39A6"	"Zinc transporter ZIP6"	"Q13433"	4.03715764408341	0.00015917538
"ADRA2A"	"Alpha-2A adrenergic receptor"	"P08913"	4.06146429454409	0.00017633363
"PIPSL"	"Putative PIP5K1A and PSMD4-like protein"	"Q99755"	3.77182138314072	0.00018999063
"AHNAK2"	"Protein AHNAK2"	"Q8IVF2"	4.8633106348034	0.00051375676
"GLIPR2"	"Golgi-associated plant pathogenesis-related protein 1"	"Q9H4G4"	3.35399878606054	0.00034254306
"CD70"	"CD70 antigen"	"P32970"	2.96247079283577	0.00031740408
"VCL"	"Vinculin"	"P18206"	3.82924526457823	0.00095432968
"FERMT2"	"Fermitin family homolog 2"	"Q96AC1"	4.59203386166619	0.0017879686
"EIF2S3"	"Eukaryotic translation initiation factor 2 subunit 3"	"P41091"	4.44929807196881	0.0019095314
"EHD2"	"EH domain-containing protein 2"	"Q9NZN4"	4.48830455920061	0.0020297107
"CDH13"	"Cadherin-13"	"P55290"	3.23539664192495	0.0006976251
"GGT1"	"Gamma-glutamyltranspeptidase 1"	"P19440"	6.54216533175581	0.0082098339
"SLC9A3R2"	"Na(+)/H(+) exchange regulatory cofactor NHE-RF2"	"Q15599"	5.78621050025718	0.0068658544
"EEF1A1P5"	"Putative elongation factor 1-alpha-like 3"	"Q5VTE0"	2.61016124406734	0.00062623265
"YES1"	"Tyrosine-protein kinase Yes"	"P07947"	5.13814991223796	0.006082945
"SAR1A;SAR1B"	"GTP-binding protein SAR1a;GTP-binding protein SAR1b"	"Q9NR31;Q9Y6B6"	7.17212545000238	0.018655436
"USO1"	"General vesicular transport factor p115"	"O60763"	2.9860555330612	0.001065574
"VASN"	"Vasorin"	"Q6EMK4"	3.33852854313294	0.0016991174
"SLC9A3R1"	"Na(+)/H(+) exchange regulatory cofactor NHE-RF1"	"O14745"	3.37737406288876	0.0018117704
"SLC7A11"	"Cystine/glutamate transporter"	"Q9UPY5"	4.56481364147537	0.0050258744
"SNTB2"	"Beta-2-syntrophin"	"Q13425"	3.3318706304793	0.001820656
"PPFIBP1"	"Liprin-beta-1"	"Q86W92"	3.50685041477182	0.0029281597
"ZYX"	"Zyxin"	"Q15942"	3.77478672496458	0.0038665845
"PGD"	"6-phosphogluconate dehydrogenase, decarboxylating"	"P52209"	3.92894763492035	0.0048422348
"CSPG4"	"Chondroitin sulfate proteoglycan 4"	"Q6UVK1"	2.69664255362196	0.0017285228
"SLC4A7"	"Sodium bicarbonate cotransporter 3"	"Q9Y6M7"	2.25111606440864	0.0010339048
"PCBP3"	"Poly(rC)-binding protein 3"	"P57721"	2.86281491481796	0.0025995888
"GCN1L1"	"Translational activator GCN1"	"Q92616"	3.24616488938483	0.0041147261
"PTBP3"	"Polypyrimidine tract-binding protein 3"	"O95758"	2.99409705518311	0.0032494133
"GPI"	"Glucose-6-phosphate isomerase"	"P06744"	3.65107913836833	0.0071325703
"CTNNBL1"	"Beta-catenin-like protein 1"	"Q8WYA6"	2.91353415000248	0.0036731933
"DIMT1"	"Probable dimethyladenosine transferase"	"Q9UNQ2"	4.60721491517475	0.016982784
"EPHA2"	"Ephrin type-A receptor 2"	"P29317"	3.20174162526091	0.0052276039
"ANO6"	"Anoctamin-6"	"Q4KMQ2"	4.37346815551876	0.01505925
"ZDHHC5"	"Palmitoyltransferase ZDHHC5"	"Q9C0B5"	3.15599190490413	0.0064524985
"PTPRF"	"Receptor-type tyrosine-protein phosphatase F"	"P10586"	3.33410315048266	0.0081554065
"LRRC8A"	"Volume-regulated anion channel subunit LRRC8A"	"Q8IWT6"	3.27359688664967	0.0077473982
"EFR3A"	"Protein EFR3 homolog A"	"Q14156"	2.1383266156815	0.0025231941
"POLR1E"	"DNA-directed RNA polymerase I subunit RPA49"	"Q9GZS1"	2.00803585094319	0.0020980402
"UCK2"	"Uridine-cytidine kinase 2"	"Q9BZX2"	2.70829482014677	0.0062056459
"KPNA3"	"Importin subunit alpha-4"	"O00505"	2.68757868531879	0.0064386711
"SLC39A10"	"Zinc transporter ZIP10"	"Q9ULF5"	3.39571518093956	0.016234132
"RAD50"	"DNA repair protein RAD50"	"Q92878"	3.80098667865936	0.024400748
"PTPRJ"	"Receptor-type tyrosine-protein phosphatase eta"	"Q12913"	3.21168845935795	0.016149685
"ITGA1"	"Integrin alpha-1"	"P56199"	2.57565593678038	0.0080760876
"CASK"	"Peripheral plasma membrane protein CASK"	"O14936"	2.63114928303285	0.0096051861
"CDC42SE2"	"CDC42 small effector protein 2"	"Q9NRR3"	3.55055715685978	0.028649358
"PGAM1"	"Phosphoglycerate mutase 1"	"P18669"	2.86093166469615	0.015022121
"PRKCA"	"Protein kinase C alpha type"	"P17252"	3.54128681321255	0.030879907
"CLIC1"	"Chloride intracellular channel protein 1"	"O00299"	3.57938287394212	0.032648429
"ALDH3B1"	"Aldehyde dehydrogenase family 3 member B1"	"P43353"	2.74314444863985	0.013854849
"SDC4"	"Syndecan-4"	"P31431"	2.60535964810775	0.011883763
"ST13"	"Hsc70-interacting protein"	"P50502"	2.1125697537747	0.006382525
"SIRPA"	"Tyrosine-protein phosphatase non-receptor type substrate 1"	"P78324"	2.12805019518944	0.0067549166
"PTK7"	"Inactive tyrosine-protein kinase 7"	"Q13308"	2.48060749995922	0.011482143
"MAP1B"	"Microtubule-associated protein 1B"	"P46821"	2.6915511387946	0.015610944
"ANXA11"	"Annexin A11"	"P50995"	2.48512601026801	0.01253001
"PRPSAP1"	"Phosphoribosyl pyrophosphate synthase-associated protein 1"	"Q14558"	3.0035730368968	0.024694797
"ANPEP"	"Aminopeptidase N"	"P15144"	3.16973630039397	0.030522037
"UNC13D"	"Protein unc-13 homolog D"	"Q70J99"	2.2397371821491	0.010290312
"UBA5"	"Ubiquitin-like modifier-activating enzyme 5"	"Q9GZZ9"	2.21647671885522	0.010280645
"RRP1"	"Ribosomal RNA processing protein 1 homolog A"	"P56182"	2.20104588821554	0.012003683
"MAPRE1"	"Microtubule-associated protein RP/EB family member 1"	"Q15691"	2.14620035401303	0.011662995
"CKAP5"	"Cytoskeleton-associated protein 5"	"Q14008"	2.38629018054279	0.016704628
"EIF4G1"	"Eukaryotic translation initiation factor 4 gamma 1"	"Q04637"	2.7598272333687	0.027159661
"RFC1"	"Replication factor C subunit 1"	"P35251"	2.7667436637164	0.028231014
"SLC12A2"	"Solute carrier family 12 member 2"	"P55011"	2.5638326709254	0.022247424
"HINT1"	"Histidine triad nucleotide-binding protein 1"	"P49773"	2.12378467736445	0.01232502
"NSFL1C"	"NSFL1 cofactor p47"	"Q9UNZ2"	2.00785112939925	0.010525379
"MPP6"	"MAGUK p55 subfamily member 6"	"Q9NZW5"	2.72932827305042	0.029599499
"CYSRT1"	"Cysteine-rich tail protein 1"	"A8MQ03"	2.74059578774027	0.030018618
"STIP1"	"Stress-induced-phosphoprotein 1"	"P31948"	2.25279466707899	0.017201088
"HMX3"	"Homeobox protein HMX3"	"A6NHT5"	2.20890004194739	0.016407976
"PDXDC1"	"Pyridoxal-dependent decarboxylase domain-containing protein 1"	"Q6P996"	2.64650023040212	0.030617457
"EIF2B4"	"Translation initiation factor eIF-2B subunit delta"	"Q9UI10"	2.35820965253992	0.021129703
"CD3EAP"	"DNA-directed RNA polymerase I subunit RPA34"	"O15446"	2.7692953738388	0.036119048
"NOB1"	"RNA-binding protein NOB1"	"Q9ULX3"	2.23901745566882	0.018089443
"CLASP2"	"CLIP-associating protein 2"	"O75122"	2.5661585570878	0.02937091
"TTLL12"	"Tubulin--tyrosine ligase-like protein 12"	"Q14166"	2.49834621582334	0.027524125
"ERBB2IP"	"Protein LAP2"	"Q96RT1"	2.51872609078747	0.030307736
"EIF5B"	"Eukaryotic translation initiation factor 5B"	"O60841"	2.03755932431825	0.01567434
"TCF25"	"Transcription factor 25"	"Q9BQ70"	2.21540631921529	0.021988729
"SLC38A1"	"Sodium-coupled neutral amino acid transporter 1"	"Q9H2H9"	2.45860098878052	0.033282131
"FYCO1"	"FYVE and coiled-coil domain-containing protein 1"	"Q9BQS8"	2.18009910282716	0.026808664
"GLIPR1"	"Glioma pathogenesis-related protein 1"	"P48060"	2.070593971316	0.023303652
"DLG1"	"Disks large homolog 1"	"Q12959"	2.5512149694043	0.047303677
"NPR3"	"Atrial natriuretic peptide receptor 3"	"P17342"	2.50505767585905	0.048047859
"CPNE8"	"Copine-8"	"Q86YQ8"	2.29612148078207	0.03695016
"SUPT16H"	"FACT complex subunit SPT16"	"Q9Y5B9"	2.23975000340631	0.034038488
"NEGR1"	"Neuronal growth regulator 1"	"Q7Z3B1"	2.42285142991332	0.044716515
"EHD4"	"EH domain-containing protein 4"	"Q9H223"	2.30506564733293	0.039944764
"GATAD2A"	"Transcriptional repressor p66-alpha"	"Q86YP4"	2.1351784075334	0.034175601
"COPB1"	"Coatomer subunit beta"	"P53618"	2.35142726093135	0.047693528
"SLC30A1"	"Zinc transporter 1"	"Q9Y6M5"	2.33290243114436	0.046777431
"UGDH"	"UDP-glucose 6-dehydrogenase"	"O60701"	2.08793693367632	0.032539766
"DNM2"	"Dynamin-2"	"P50570"	2.33550079223367	0.047402576
"AQP1"	"Aquaporin-1"	"P29972"	2.17724632494474	0.039601173
"YARS"	"Tyrosine--tRNA ligase, cytoplasmic"	"P54577"	2.27277955007796	0.047026251
"WARS"	"Tryptophan--tRNA ligase, cytoplasmic"	"P23381"	2.0856880468772	0.04203004
"MARK2"	"Serine/threonine-protein kinase MARK2"	"Q7KZI7"	2.06511848798853	0.044670645
"COG5"	"Conserved oligomeric Golgi complex subunit 5"	"Q9UP83"	2.04324179046408	0.045436218
"UBR4"	"E3 ubiquitin-protein ligase UBR4"	"Q5T4S7"	2.05286144935884	0.046376202
"NOTCH2"	"Neurogenic locus notch homolog protein 2"	"Q04721"	2.03323341769016	0.047408484
"IGKV A18"	"Immunoglobulin kappa variable 2-29"	"A2NJV5"	0.000696560141949912	3.0731327e-20
"IGKV2D-24"	"Probable non-functional immunoglobulin kappa variable 2D-24"	"A0A075B6R9"	0.00257293288845372	9.0803528e-18
"TFG"	"Protein TFG"	"Q92734"	0.00910607389609385	7.9441865e-16
"ATXN2L"	"Ataxin-2-like protein"	"Q8WWM7"	0.0105348829534899	5.8481281e-15
"NUDT21"	"Cleavage and polyadenylation specificity factor subunit 5"	"O43809"	0.00610185254462542	4.7100124e-14
"AKAP8"	"A-kinase anchor protein 8"	"O43823"	0.0320597703377919	8.0299888e-16
"SMARCE1"	"SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily E member 1"	"Q969G3"	0.0211153318927303	6.4230165e-15
"IGKV2-24"	"Probable non-functional immunoglobulin kappa variable 2D-24"	"A0A0C4DH68"	0.00285362543945436	5.6036972e-12
"NUFIP2"	"Nuclear fragile X mental retardation-interacting protein 2"	"Q7Z417"	0.0483639713790896	6.6989625e-15
"PRRC2C"	"Protein PRRC2C"	"Q9Y520"	0.0128419176002968	1.3165352e-12
"CPSF6"	"Cleavage and polyadenylation specificity factor subunit 6"	"Q16630"	0.0524725710501499	4.7965528e-14
"SEC31A"	"Protein transport protein Sec31A"	"O94979"	0.0186958495574578	2.2183668e-12
"ARID1A"	"AT-rich interactive domain-containing protein 1A"	"O14497"	0.0179779559123215	4.6102141e-12
"PSPC1"	"Paraspeckle component 1"	"Q8WXF1"	0.023261090314838	4.0956123e-12
"SS18"	"Protein SSXT"	"Q15532"	0.0441617234765497	1.2863698e-12
"CPSF7"	"Cleavage and polyadenylation specificity factor subunit 7"	"Q8N684"	0.0278209870576965	1.4289524e-11
"SMARCA4"	"Transcription activator BRG1"	"P51532"	0.0411859220474169	4.1856271e-12
"PRRC2A"	"Protein PRRC2A"	"P48634"	0.0272651150076763	1.8210678e-11
"FIP1L1"	"Pre-mRNA 3-end-processing factor FIP1"	"Q6UN15"	0.0483254947462337	8.1785464e-12
"FAM98A"	"Protein FAM98A"	"Q8NCA5"	0.0398085968779397	2.095317e-11
"SMARCB1"	"SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily B member 1"	"Q12824"	0.0421952096305337	2.7445615e-10
"LDB1"	"LIM domain-binding protein 1"	"Q86U70"	0.0672193386881122	1.0469862e-10
"RBM27"	"RNA-binding protein 27"	"Q9P2N5"	0.0639121536778063	1.5230488e-10
"AKAP8L"	"A-kinase anchor protein 8-like"	"Q9ULX6"	0.0660635642714874	1.5592433e-10
"SMARCC2"	"SWI/SNF complex subunit SMARCC2"	"Q8TAQ2"	0.0490626502343103	4.7414889e-10
"NUP214"	"Nuclear pore complex protein Nup214"	"P35658"	0.0440406964323754	7.209609e-10
"ATXN2"	"Ataxin-2"	"Q99700"	0.0418456667886404	1.4321168e-09
"SEC16A"	"Protein transport protein Sec16A"	"O15027"	0.0350879902998568	3.5648426e-09
"POLR2E"	"DNA-directed RNA polymerases I, II, and III subunit RPABC1"	"P19388"	0.0787277820416787	3.0532415e-10
"SMARCD2"	"SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily D member 2"	"Q92925"	0.0468668383116302	1.942051e-09
"SMARCD1"	"SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily D member 1"	"Q96GM5"	0.0659992649689925	7.5538903e-10
"DPF2"	"Zinc finger protein ubi-d4"	"Q92785"	0.0435653211180723	7.6994011e-09
"CSTF2"	"Cleavage stimulation factor subunit 2"	"P33240"	0.0459252708417618	7.0990485e-09
"RBM17"	"Splicing factor 45"	"Q96I25"	0.0968611743706477	1.1667021e-09
"SMARCA2"	"Probable global transcription activator SNF2L2"	"P51531"	0.0772079596181171	4.0236863e-09
"YLPM1"	"YLP motif-containing protein 1"	"P49750"	0.0522141040973015	1.4817865e-08
"CHERP"	"Calcium homeostasis endoplasmic reticulum protein"	"Q8IWX8"	0.0771793659343505	1.0985746e-08
"ARID1B"	"AT-rich interactive domain-containing protein 1B"	"Q8NFD5"	0.0732920683721614	2.6063319e-08
"NUP88"	"Nuclear pore complex protein Nup88"	"Q99567"	0.0794740914538746	2.6945957e-08
